0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1
0.06,0.9155,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.02
0.003,0.06,0.9125,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.02
0.001,0.003,0.06,0.9115,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.02
0.0,0.001,0.003,0.06,0.9115,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.02
0.0,0.0,0.0010000000000000002,0.0030000000000000005,0.060000000000000005,0.9115000000000001,0.0005000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0010000000000000002,0.0,0.0,0.0,0.0020000000000000005,0.0,0.0,0.0,0.0,0.0,0.020000000000000004
0.0,0.0,0.0005,0.002,0.004,0.05,0.901,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.035
0.0,0.0,0.0,0.0005,0.002,0.004,0.05,0.901,0.0005,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.035
0.0,0.0,0.0,0.0,0.0005,0.002,0.004,0.05,0.901,0.0005,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.035
0.0,0.0,0.0,0.0,0.0,0.0005,0.002,0.004,0.05,0.901,0.0005,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.035
0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.002,0.004,0.05,0.901,0.0005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.002,0.004,0.05,0.901,0.0005,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.002,0.004,0.05,0.901,0.0005,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.035
